1,Agreement ID,Agreement Name,Trade Reference,Trade Date,Maturity Date,Exchanged Notional 1 Currency,Exchanged Notional 1 Amount,Exchanged Notional 2 Currency,Exchanged Notional 2 Amount,Product Type,Valuation Base Currency,Valuation Base Currency Amount,Valuation Date,Valuation Native Currency,Valuation Native Currency Amount,Effective Date,Buy/Sell,Put/Call,Strike Price,Underlying,Independent Amount Party A,Independent Amount Party B,Party A branch ID,Party A branch Name,Party B branch ID,Party B branch Name,ENTITYB_STATUS
2051,BA-00001,BA-00001,B-5202030,08/11/2017,22/07/2024,AUD,55000000,AUD,55000000,Interest Rate - Swap Basis,USD,-3431419.416,27/09/2018,AUD,-4700574.542,10/11/2017,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2052,BA-00001,BA-00001,B-5202031,18/09/2017,04/04/2022,AUD,96000000,SEK,642240000,FX - Swap,USD,-5333154.452,27/09/2018,AUD,-7305691.03,20/09/2017,,,0.808,,,,3645457,EntityB,983400120,EntityA,Active
2053,BA-00001,BA-00001,B-5202032,10/01/2011,04/11/2030,NOK,68000000,AUD,10880000,Cross Currency - Swap,USD,-843204.0518,27/09/2018,NOK,-7026700.432,12/01/2011,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2054,BA-00001,BA-00001,B-5202033,21/03/2011,08/08/2029,GBP,18000000,DKK,148320000,FX - Swap,USD,2112958.835,27/09/2018,GBP,1650749.09,23/03/2011,,,0.37,,,,3645457,EntityB,983400120,EntityA,Active
2055,BA-00001,BA-00001,B-5202034,12/04/2017,05/08/2019,CHF,21000000,CHF,21000000,Interest Rate - Swap Basis,USD,2407932.98,27/09/2018,CHF,2360718.608,14/04/2017,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2056,BA-00001,BA-00001,B-5202035,10/06/2013,17/12/2030,USD,92000000,USD,92000000,Interest Rate - Swap Basis,USD,11204466.01,27/09/2018,USD,11204466.01,12/06/2013,Payer,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
2057,BA-00001,BA-00001,B-5202036,19/01/2006,25/09/2019,NOK,51000000,NOK,51000000,Interest Rate - Swaption,USD,247995.108,27/09/2018,NOK,2066625.9,23/01/2006,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
2058,BA-00001,BA-00001,B-5202037,27/02/2009,12/02/2024,CHF,75000000,CHF,75000000,Interest Rate - Swap Basis,USD,10319341.13,27/09/2018,CHF,10117001.1,03/03/2009,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2059,BA-00001,BA-00001,B-5202038,23/11/2017,07/12/2018,EUR,23000000,GBP,20930000,FX - Swap,USD,-2500801.282,27/09/2018,EUR,-2155863.174,27/11/2017,,,0.948,EIB,,,3645457,EntityB,983400120,EntityA,Active
2060,BA-00001,BA-00001,B-5202039,09/04/2018,18/07/2025,AUD,32000000,AUD,32000000,Interest Rate - Swap Basis,USD,702264.436,27/09/2018,AUD,962006.0767,11/04/2018,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2061,BA-00001,BA-00001,B-5202040,31/03/2016,29/12/2025,CAD,53000000,CAD,53000000,Interest Rate - Swap Basis,USD,-3961531.059,27/09/2018,CAD,-5144845.531,04/04/2016,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2062,BA-00001,BA-00001,B-5202041,22/09/2016,01/02/2021,CHF,61000000,JPY,6900930000,FX - Swap,USD,-2279035.529,27/09/2018,CHF,-2234348.558,26/09/2016,,,0.726,,,,3645457,EntityB,983400120,EntityA,Active
2063,BA-00001,BA-00001,B-5202042,16/01/2008,09/12/2025,EUR,33000000,GBP,30030000,Cross Currency - Swap,USD,-865394.0354,27/09/2018,EUR,-746029.3408,18/01/2008,Receiver,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
2064,BA-00001,BA-00001,B-5202043,23/11/2017,13/09/2024,AUD,63000000,SEK,421470000,FX - Swap,USD,3515735.019,27/09/2018,AUD,4816075.368,27/11/2017,,,0.762,,,,3645457,EntityB,983400120,EntityA,Active
2065,BA-00001,BA-00001,B-5202044,03/04/2007,17/07/2020,CAD,3000000,CAD,3000000,Interest Rate - Swap,USD,-873.6131699,27/09/2018,CAD,-1134.562558,05/04/2007,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2066,BA-00001,BA-00001,B-5202045,26/02/2016,30/10/2024,CHF,67000000,CHF,67000000,Interest Rate - Swap Basis,USD,-6409011.173,27/09/2018,CHF,-6283344.287,01/03/2016,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2067,BA-00001,BA-00001,B-5202046,13/10/2014,12/01/2026,USD,86000000,USD,86000000,Interest Rate - Swaption,USD,4361373.849,27/09/2018,USD,4361373.849,15/10/2014,Receiver,Put,,LIB,,,3645457,EntityB,983400120,EntityA,Active
2068,BA-00001,BA-00001,B-5202047,28/06/2010,22/05/2030,GBP,43000000,GBP,43000000,Interest Rate - Swap Basis,USD,-4722884.526,27/09/2018,GBP,-3689753.536,30/06/2010,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2069,BA-00001,BA-00001,B-5202048,18/07/2006,06/12/2023,DKK,76000000,DKK,76000000,Interest Rate - Swap,USD,-232647.4722,27/09/2018,DKK,-1454046.702,20/07/2006,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2070,BA-00001,BA-00001,B-5202049,19/02/2014,15/05/2028,USD,97000000,USD,97000000,Interest Rate - Swap Basis,USD,12395010.99,27/09/2018,USD,12395010.99,21/02/2014,Receiver,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
2071,BA-00001,BA-00001,B-5202050,23/01/2012,17/03/2028,EUR,52000000,EUR,52000000,Interest Rate - Swap,USD,-8455229.604,27/09/2018,EUR,-7288991.038,25/01/2012,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
2072,BA-00001,BA-00001,B-5202051,19/09/2008,12/01/2024,CAD,94000000,CAD,94000000,Interest Rate - Swap,USD,10808001.22,27/09/2018,CAD,14036365.22,23/09/2008,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2073,BA-00001,BA-00001,B-5202052,07/03/2008,17/05/2030,EUR,29000000,EUR,29000000,Interest Rate - Swap Basis,USD,-1482340.249,27/09/2018,EUR,-1277879.525,11/03/2008,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
2074,BA-00001,BA-00001,B-5202053,28/11/2013,12/08/2020,AUD,42000000,SEK,280980000,Cross Currency - Swap,USD,1940642.241,27/09/2018,AUD,2658414.029,02/12/2013,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2075,BA-00001,BA-00001,B-5202054,11/12/2012,09/04/2030,JPY,65000000,JPY,65000000,Interest Rate - Swap,USD,-624.9529818,27/09/2018,JPY,-69439.22019,13/12/2012,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2076,BA-00001,BA-00001,B-5202055,16/07/2009,04/08/2027,CHF,40000000,CHF,40000000,Interest Rate - Swap Basis,USD,-3403269.312,27/09/2018,CHF,-3336538.541,20/07/2009,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2077,BA-00001,BA-00001,B-5202056,27/09/2010,26/06/2023,JPY,96000000,JPY,96000000,Interest Rate - Swap,USD,88100.68673,27/09/2018,JPY,9788965.192,29/09/2010,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2078,BA-00001,BA-00001,B-5202057,26/08/2010,19/01/2023,CHF,75000000,JPY,8484750000,Cross Currency - Swap,USD,5022163.329,27/09/2018,CHF,4923689.539,30/08/2010,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2079,BA-00001,BA-00001,B-5202058,13/07/2012,05/06/2020,USD,56000000,USD,56000000,Interest Rate - Swap Basis,USD,3119462.661,27/09/2018,USD,3119462.661,17/07/2012,Payer,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
2080,BA-00001,BA-00001,B-5202059,07/02/2013,08/03/2021,CHF,73000000,JPY,8258490000,FX - Swap,USD,7593036.113,27/09/2018,CHF,7444153.052,11/02/2013,,,0.54,,,,3645457,EntityB,983400120,EntityA,Active
2081,BA-00001,BA-00001,B-5202060,10/09/2008,21/12/2026,GBP,51000000,DKK,420240000,Cross Currency - Swap,USD,-4030347.422,27/09/2018,GBP,-3148708.923,12/09/2008,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2082,BA-00001,BA-00001,B-5202061,10/12/2015,26/11/2018,CHF,21000000,CHF,21000000,Interest Rate - Swap Basis,USD,126935.0775,27/09/2018,CHF,124446.1544,14/12/2015,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2083,BA-00001,BA-00001,B-5202062,28/11/2013,07/10/2030,EUR,5000000,EUR,5000000,Interest Rate - Swap,USD,-807546.4355,27/09/2018,EUR,-696160.7203,02/12/2013,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
2084,BA-00001,BA-00001,B-5202063,02/12/2014,18/03/2030,CHF,66000000,CHF,66000000,Interest Rate - Swap,USD,-8690770.222,27/09/2018,CHF,-8520362.963,04/12/2014,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2085,BA-00001,BA-00001,B-5202064,05/08/2013,28/07/2021,AUD,91000000,AUD,91000000,Interest Rate - Swaption,USD,-2715722.796,27/09/2018,AUD,-3720168.213,07/08/2013,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
2086,BA-00001,BA-00001,B-5202065,30/10/2009,01/09/2026,GBP,44000000,DKK,362560000,Cross Currency - Swap,USD,6522467.772,27/09/2018,GBP,5095677.947,03/11/2009,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2087,BA-00001,BA-00001,B-5202066,07/05/2012,27/06/2024,CHF,36000000,CHF,36000000,Interest Rate - Swaption,USD,-5115448.721,27/09/2018,CHF,-5015145.805,09/05/2012,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
2088,BA-00001,BA-00001,B-5202067,01/06/2006,03/05/2028,SEK,30000000,CHF,3300000,Cross Currency - Swap,USD,-386356.9255,27/09/2018,SEK,-3512335.687,05/06/2006,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2089,BA-00001,BA-00001,B-5202068,19/11/2013,29/08/2019,GBP,5000000,DKK,41200000,Cross Currency - Swap,USD,-910543.8417,27/09/2018,GBP,-711362.3763,21/11/2013,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2090,BA-00001,BA-00001,B-5202069,11/12/2006,11/07/2022,AUD,67000000,USD,48910000,FX - Swap,USD,4405914.855,27/09/2018,AUD,6035499.801,13/12/2006,,,0.082,,,,3645457,EntityB,983400120,EntityA,Active
2091,BA-00001,BA-00001,B-5202070,08/04/2013,14/09/2027,GBP,14000000,GBP,14000000,Interest Rate - Swaption,USD,1641987.597,27/09/2018,GBP,1282802.81,10/04/2013,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
2092,BA-00001,BA-00001,B-5202071,03/10/2016,24/02/2023,JPY,71000000,JPY,71000000,Interest Rate - Swaption,USD,42371.18867,27/09/2018,JPY,4707909.853,05/10/2016,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
2093,BA-00001,BA-00001,B-5202072,04/07/2018,17/02/2023,DKK,90000000,DKK,90000000,Interest Rate - Swap Basis,USD,-210408.5336,27/09/2018,DKK,-1315053.335,06/07/2018,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2094,BA-00001,BA-00001,B-5202073,25/08/2009,05/07/2030,EUR,74000000,EUR,74000000,Interest Rate - Swaption,USD,9190688.948,27/09/2018,EUR,7923007.714,27/08/2009,Receiver,Put,,EIB,,,3645457,EntityB,983400120,EntityA,Active
2095,BA-00001,BA-00001,B-5202074,10/09/2014,26/03/2020,EUR,63000000,EUR,63000000,Interest Rate - Swap,USD,9912426.436,27/09/2018,EUR,8545195.204,12/09/2014,Receiver,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
2096,BA-00001,BA-00001,B-5202075,31/10/2016,29/12/2028,NOK,76000000,NOK,76000000,Interest Rate - Swaption,USD,650630.7981,27/09/2018,NOK,5421923.317,02/11/2016,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
2097,BA-00001,BA-00001,B-5202076,27/06/2011,17/05/2029,USD,59000000,EUR,50740000,FX - Swap,USD,-6457682.855,27/09/2018,USD,-6457682.855,29/06/2011,,,0.896,LIB,,,3645457,EntityB,983400120,EntityA,Active
2098,BA-00001,BA-00001,B-5202077,29/03/2011,13/01/2026,CHF,54000000,JPY,6109020000,FX - Swap,USD,7629805.651,27/09/2018,CHF,7480201.619,31/03/2011,,,0.372,,,,3645457,EntityB,983400120,EntityA,Active
2099,BA-00001,BA-00001,B-5202078,28/10/2008,13/12/2023,AUD,82000000,AUD,82000000,Interest Rate - Swaption,USD,8749234.009,27/09/2018,AUD,11985252.07,30/10/2008,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
2100,BA-00001,BA-00001,B-5202079,28/12/2009,14/12/2020,CHF,91000000,CHF,91000000,Interest Rate - Swap,USD,9410434.884,27/09/2018,CHF,9225916.553,30/12/2009,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2101,BA-00001,BA-00001,B-5202080,09/12/2009,26/05/2022,EUR,60000000,GBP,54600000,Cross Currency - Swap,USD,3426122.279,27/09/2018,EUR,2953553.689,11/12/2009,Receiver,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
2102,BA-00001,BA-00001,B-5202081,27/05/2014,13/02/2023,AUD,56000000,AUD,56000000,Interest Rate - Swaption,USD,-2749549.716,27/09/2018,AUD,-3766506.461,29/05/2014,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
2103,BA-00001,BA-00001,B-5202082,04/02/2013,26/05/2028,CHF,91000000,CHF,91000000,Interest Rate - Swap Basis,USD,-1494684.684,27/09/2018,CHF,-1465377.141,06/02/2013,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2104,BA-00001,BA-00001,B-5202083,26/04/2013,31/08/2020,GBP,62000000,DKK,510880000,FX - Swap,USD,10811954.47,27/09/2018,GBP,8446839.428,30/04/2013,,,0.454,,,,3645457,EntityB,983400120,EntityA,Active
2105,BA-00001,BA-00001,B-5202084,18/06/2007,19/08/2019,EUR,82000000,EUR,82000000,Interest Rate - Swaption,USD,-5764140.432,27/09/2018,EUR,-4969086.579,20/06/2007,Payer,Put,,EIB,,,3645457,EntityB,983400120,EntityA,Active
2106,BA-00001,BA-00001,B-5202085,24/12/2010,15/09/2023,CAD,28000000,CAD,28000000,Interest Rate - Swap,USD,2699408.511,27/09/2018,CAD,3505725.339,28/12/2010,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2107,BA-00001,BA-00001,B-5202086,03/12/2015,13/06/2023,DKK,29000000,CAD,5800000,FX - Swap,USD,284407.712,27/09/2018,DKK,1777548.2,07/12/2015,,,0.472,,,,3645457,EntityB,983400120,EntityA,Active
2108,BA-00001,BA-00001,B-5202087,20/12/2007,16/11/2020,JPY,51000000,NOK,3825000,FX - Swap,USD,17698.73029,27/09/2018,JPY,1966525.588,24/12/2007,,,0.084,,,,3645457,EntityB,983400120,EntityA,Active
2109,BA-00001,BA-00001,B-5202088,25/05/2017,22/05/2019,EUR,43000000,GBP,39130000,Cross Currency - Swap,USD,-1055683.996,27/09/2018,EUR,-910072.4102,29/05/2017,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
2110,BA-00001,BA-00001,B-5202089,26/03/2015,25/06/2025,CHF,97000000,CHF,97000000,Interest Rate - Swap Basis,USD,5950645.213,27/09/2018,CHF,5833965.896,30/03/2015,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2111,BA-00001,BA-00001,B-5202090,10/07/2017,03/04/2028,AUD,74000000,SEK,495060000,Cross Currency - Swap,USD,-1966355.718,27/09/2018,AUD,-2693637.971,12/07/2017,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2112,BA-00001,BA-00001,B-5202091,24/04/2008,18/03/2020,NOK,8000000,AUD,1280000,Cross Currency - Swap,USD,84114.31917,27/09/2018,NOK,700952.6597,28/04/2008,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2113,BA-00001,BA-00001,B-5202092,05/07/2010,06/05/2019,CAD,11000000,CAD,11000000,Interest Rate - Swap,USD,-118064.8539,27/09/2018,CAD,-153330.9791,07/07/2010,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2114,BA-00001,BA-00001,B-5202093,17/10/2007,28/03/2022,CAD,18000000,CAD,18000000,Interest Rate - Swap,USD,-1558062.75,27/09/2018,CAD,-2023458.116,19/10/2007,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2115,BA-00001,BA-00001,B-5202094,02/03/2009,06/04/2027,JPY,9000000,JPY,9000000,Interest Rate - Swap,USD,-11437.86981,27/09/2018,JPY,-1270874.423,04/03/2009,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2116,BA-00001,BA-00001,B-5202095,01/02/2011,13/03/2025,EUR,59000000,GBP,53690000,FX - Swap,USD,5201585.298,27/09/2018,EUR,4484125.257,03/02/2011,,,0.57,EIB,,,3645457,EntityB,983400120,EntityA,Active
2117,BA-00001,BA-00001,B-5202096,18/08/2014,24/11/2021,DKK,7000000,CAD,1400000,FX - Swap,USD,10261.2355,27/09/2018,DKK,64132.72188,20/08/2014,,,0.404,,,,3645457,EntityB,983400120,EntityA,Active
2118,BA-00001,BA-00001,B-5202097,17/04/2006,10/08/2026,USD,29000000,EUR,24940000,FX - Swap,USD,-4273308.173,27/09/2018,USD,-4273308.173,19/04/2006,,,0.404,LIB,,,3645457,EntityB,983400120,EntityA,Active
2119,BA-00001,BA-00001,B-5202098,11/11/2010,13/02/2030,NOK,67000000,NOK,67000000,Interest Rate - Swaption,USD,-959813.6056,27/09/2018,NOK,-7998446.713,15/11/2010,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
2120,BA-00001,BA-00001,B-5202099,14/05/2015,17/12/2029,SEK,98000000,SEK,98000000,Interest Rate - Swap Basis,USD,-87641.42123,27/09/2018,SEK,-796740.193,18/05/2015,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2121,BA-00001,BA-00001,B-5202100,19/05/2010,30/12/2019,EUR,68000000,EUR,68000000,Interest Rate - Swap Basis,USD,2539611.88,27/09/2018,EUR,2189320.586,21/05/2010,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
2122,BA-00001,BA-00001,B-5202101,14/08/2012,29/10/2030,GBP,8000000,GBP,8000000,Interest Rate - Swaption,USD,868115.4329,27/09/2018,GBP,678215.182,16/08/2012,Receiver,Put,,,,,3645457,EntityB,983400120,EntityA,Active
2123,BA-00001,BA-00001,B-5202102,05/03/2018,13/07/2020,SEK,51000000,CHF,5610000,FX - Swap,USD,-131143.8443,27/09/2018,SEK,-1192216.766,07/03/2018,,,0.548,,,,3645457,EntityB,983400120,EntityA,Active
2124,BA-00001,BA-00001,B-5202103,01/02/2016,25/07/2022,EUR,87000000,GBP,79170000,FX - Swap,USD,7527694.527,27/09/2018,EUR,6489391.833,03/02/2016,,,0.498,EIB,,,3645457,EntityB,983400120,EntityA,Active
2125,BA-00001,BA-00001,B-5202104,22/08/2011,28/03/2019,SEK,79000000,SEK,79000000,Interest Rate - Swaption,USD,205392.7583,27/09/2018,SEK,1867206.893,24/08/2011,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
2126,BA-00001,BA-00001,B-5202105,01/12/2017,28/12/2020,EUR,35000000,GBP,31850000,FX - Swap,USD,-35875.5584,27/09/2018,EUR,-30927.20552,05/12/2017,,,0.262,EIB,,,3645457,EntityB,983400120,EntityA,Active
2127,BA-00001,BA-00001,B-5202106,19/12/2011,10/06/2019,AUD,26000000,AUD,26000000,Interest Rate - Swap,USD,-721688.7146,27/09/2018,AUD,-988614.6775,21/12/2011,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2128,BA-00001,BA-00001,B-5202107,21/05/2007,17/07/2024,CHF,39000000,CHF,39000000,Interest Rate - Swap Basis,USD,220818.3737,27/09/2018,CHF,216488.6017,23/05/2007,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2129,BA-00001,BA-00001,B-5202108,29/12/2014,01/04/2024,DKK,83000000,CAD,16600000,FX - Swap,USD,-1391376.299,27/09/2018,DKK,-8696101.872,31/12/2014,,,0.228,,,,3645457,EntityB,983400120,EntityA,Active
2130,BA-00001,BA-00001,B-5202109,17/02/2014,28/06/2021,NOK,19000000,AUD,3040000,FX - Swap,USD,57900.67756,27/09/2018,NOK,482505.6463,19/02/2014,,,0.724,,,,3645457,EntityB,983400120,EntityA,Active
2131,BA-00001,BA-00001,B-5202110,12/12/2011,06/03/2024,CHF,96000000,CHF,96000000,Interest Rate - Swap,USD,-13594999.85,27/09/2018,CHF,-13328431.22,14/12/2011,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2132,BA-00001,BA-00001,B-5202111,16/05/2011,28/02/2022,EUR,38000000,GBP,34580000,Cross Currency - Swap,USD,1876246.639,27/09/2018,EUR,1617453.999,18/05/2011,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
2133,BA-00001,BA-00001,B-5202112,12/02/2014,08/06/2029,CHF,77000000,CHF,77000000,Interest Rate - Swaption,USD,-6913213.055,27/09/2018,CHF,-6777659.858,14/02/2014,Payer,Call,,,,,3645457,EntityB,983400120,EntityA,Active
2134,BA-00001,BA-00001,B-5202113,15/06/2018,17/08/2020,JPY,65000000,NOK,4875000,FX - Swap,USD,81664.27249,27/09/2018,JPY,9073808.055,19/06/2018,,,0.996,,,,3645457,EntityB,983400120,EntityA,Active
2135,BA-00001,BA-00001,B-5202114,27/10/2016,01/04/2020,CHF,30000000,CHF,30000000,Interest Rate - Swaption,USD,-2208755.01,27/09/2018,CHF,-2165446.088,31/10/2016,Receiver,Call,,,,,3645457,EntityB,983400120,EntityA,Active
2136,BA-00001,BA-00001,B-5202115,15/07/2010,20/04/2029,NOK,25000000,NOK,25000000,Interest Rate - Swap Basis,USD,349044.3344,27/09/2018,NOK,2908702.787,19/07/2010,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2137,BA-00001,BA-00001,B-5202116,19/05/2008,14/03/2029,JPY,42000000,JPY,42000000,Interest Rate - Swap,USD,-48366.94224,27/09/2018,JPY,-5374104.694,21/05/2008,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2138,BA-00001,BA-00001,B-5202117,15/03/2011,28/01/2020,DKK,23000000,DKK,23000000,Interest Rate - Swap Basis,USD,185971.2616,27/09/2018,DKK,1162320.385,17/03/2011,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2139,BA-00001,BA-00001,B-5202118,25/08/2014,20/05/2022,DKK,6000000,CAD,1200000,FX - Swap,USD,100116.5085,27/09/2018,DKK,625728.1784,27/08/2014,,,0.166,,,,3645457,EntityB,983400120,EntityA,Active
2140,BA-00001,BA-00001,B-5202119,11/08/2014,30/12/2025,AUD,2000000,SEK,13380000,Cross Currency - Swap,USD,139142.4189,27/09/2018,AUD,190606.0532,13/08/2014,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2141,BA-00001,BA-00001,B-5202120,01/09/2014,09/07/2019,USD,93000000,USD,93000000,Interest Rate - Swap Basis,USD,-11753622.03,27/09/2018,USD,-11753622.03,03/09/2014,Payer,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
2142,BA-00001,BA-00001,B-5202121,06/12/2016,13/10/2025,CHF,22000000,CHF,22000000,Interest Rate - Swap Basis,USD,-118497.1388,27/09/2018,CHF,-116173.6655,08/12/2016,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2143,BA-00001,BA-00001,B-5202122,16/03/2006,03/12/2020,SEK,73000000,CHF,8030000,FX - Swap,USD,243535.3262,27/09/2018,SEK,2213957.511,20/03/2006,,,0.468,,,,3645457,EntityB,983400120,EntityA,Active
2144,BA-00001,BA-00001,B-5202123,09/02/2016,25/11/2019,DKK,30000000,DKK,30000000,Interest Rate - Swap Basis,USD,-389595.4276,27/09/2018,DKK,-2434971.423,11/02/2016,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2145,BA-00001,BA-00001,B-5202124,27/06/2012,05/12/2023,EUR,63000000,EUR,63000000,Interest Rate - Swap Basis,USD,-6124610.411,27/09/2018,EUR,-5279836.561,29/06/2012,Payer,,,EIB,,,3645457,EntityB,983400120,EntityA,Active
2146,BA-00001,BA-00001,B-5202125,04/05/2015,19/10/2020,GBP,65000000,DKK,535600000,Cross Currency - Swap,USD,-12319848.87,27/09/2018,GBP,-9624881.932,06/05/2015,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2147,BA-00001,BA-00001,B-5202126,03/03/2009,30/11/2026,USD,62000000,USD,62000000,Interest Rate - Swap,USD,-2517389.25,27/09/2018,USD,-2517389.25,05/03/2009,Payer,,,LIB,,,3645457,EntityB,983400120,EntityA,Active
2148,BA-00001,BA-00001,B-5202127,27/06/2007,26/03/2027,CAD,98000000,CAD,98000000,Interest Rate - Swap,USD,-6211880.079,27/09/2018,CAD,-8067376.726,29/06/2007,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2149,BA-00001,BA-00001,B-5202128,13/08/2007,31/12/2018,DKK,76000000,CAD,15200000,Cross Currency - Swap,USD,1050816.587,27/09/2018,DKK,6567603.668,15/08/2007,Receiver,,,,,,3645457,EntityB,983400120,EntityA,Active
2150,BA-00001,BA-00001,B-5202129,07/05/2013,01/09/2025,NOK,72000000,AUD,11520000,Cross Currency - Swap,USD,-464046.7995,27/09/2018,NOK,-3867056.662,09/05/2013,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2151,BA-00001,BA-00001,B-5202130,09/04/2012,04/07/2019,CHF,67000000,JPY,7579710000,FX - Swap,USD,-6352180.535,27/09/2018,CHF,-6227627.976,11/04/2012,,,0.934,,,,3645457,EntityB,983400120,EntityA,Active
2152,BA-00001,BA-00001,B-5202131,25/06/2012,10/12/2025,NOK,64000000,AUD,10240000,FX - Swap,USD,-833707.4325,27/09/2018,NOK,-6947561.938,27/06/2012,,,0.96,,,,3645457,EntityB,983400120,EntityA,Active
2153,BA-00001,BA-00001,B-5202132,06/09/2006,06/06/2030,USD,20000000,USD,20000000,Interest Rate - Swaption,USD,-1581130.265,27/09/2018,USD,-1581130.265,08/09/2006,Receiver,Put,,LIB,,,3645457,EntityB,983400120,EntityA,Active
2154,BA-00001,BA-00001,B-5202133,16/09/2011,21/09/2018,GBP,63000000,DKK,519120000,Cross Currency - Swap,USD,10012074.29,27/09/2018,GBP,7821933.038,20/09/2011,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
2155,BA-00001,BA-00001,B-5202134,01/09/2014,20/05/2019,EUR,11000000,GBP,10010000,FX - Swap,USD,933540.7101,27/09/2018,EUR,804776.4742,03/09/2014,,,0.152,EIB,,,3645457,EntityB,983400120,EntityA,Active
2156,BA-00001,BA-00001,B-5202135,15/06/2011,13/09/2022,JPY,52000000,NOK,3900000,FX - Swap,USD,-52311.34057,27/09/2018,JPY,-5812371.174,17/06/2011,,,0.78,,,,3645457,EntityB,983400120,EntityA,Active
2157,BA-00001,BA-00001,B-5202136,18/04/2008,15/02/2022,DKK,43000000,DKK,43000000,Interest Rate - Swaption,USD,855120.4832,27/09/2018,DKK,5344503.02,22/04/2008,Payer,Put,,,,,3645457,EntityB,983400120,EntityA,Active
2158,BA-00001,BA-00001,B-5202137,18/09/2007,26/06/2026,GBP,60000000,GBP,60000000,Interest Rate - Swap Basis,USD,-5757146.664,27/09/2018,GBP,-4497770.831,20/09/2007,Payer,,,,,,3645457,EntityB,983400120,EntityA,Active
