UPSTREAM_FEED_ID,SHELF,MNEMONIC,EXTENSION,CSA_ID,VALUE_DATE,ENTITYAGROUP_TRADE_REF,DOD_ENTITYAGROUP_TRADE_REF,OPS_FILE_NUMBER,CE_MARGIN_AGREEMENT_ID,ENTITYAGROUP_ENTITY_NAME,ENTITYAGROUP_ENTITY_ACCOUNT,CLIENT_TRADE_REF,CLIENT_ENTITY_NAME,CLIENT_ACCOUNT,PRODUCT_NAME,TRADE_DATE,MATURITY_DATE,EFFECTIVE_DATE,STRATEGY_CODE,PAY_SIDE_NOTIONAL_CCY_CODE,PAY_SIDE_NOTIONAL,RECEIVE_SIDE_NOTIONAL_CCY_CODE,RECEIVE_SIDE_NOTIONAL,NOTIONAL_CCY_CODE,NOTIONAL,PV_VALUE_DATE,PV_CCY_CODE,PV,PV_USD,PREVIOUS_VALUE_DATE_PV,PV_AMOUNT_DIFFERENCE,PV_PERCENT_DIFFERENCE,INDEPENDENT_AMOUNT_CCY_CODE,INDEPENDENT_AMOUNT,STRIKE_RATE,STRIKE_PRICE_CCY_CODE,INTEREST_RATE,PAY_SIDE_ACCRUAL_RATE,RECEIVE_SIDE_ACCRUAL_RATE,UNDERLYER_ID,UNDERLYER_DESCRIPTION,ENTITYAGROUP_POSITION,PUT_CALL,PRODUCT_PROCESSOR_NAME,PRODUCT_PROCESSOR_ID,MIRROR_TRANSACTION_ID,STRATEGY_NAME,STRATEGY_CONTACT,LOCATION,SENIOR_CONTACT,STRUCTURE_TRADE_REF,SWAPSWIRE_ID,NOTIONAL_CCY_CODE2,NOTIONAL2,Start Date,End Date,UOM,Phys Fin,Commodity Product Name        ,Delivery Location,APAR,Fixed Price,Leg1 Annual Nominal,Leg2 Annual Nominal,Leg1 Fixed Float Ind,Leg2 Fixed Float Ind,Basic Amount Value USD,Trader Id,Trader,Sales Person,Confirmation Status,CPIdentifier,USI,ENTITYALegalEntityIdentifier,CPLegalEntityIdentifier,UniqueProductIdentifier,SourceSystemTradeID,SpotPrice,TerminationFee,TerminationFeeDate,CPNameSourceSystem,CPShortNameSourceSystem       ,CurrentNotional,CurrentNotionalCurrency,OriginalAggregatedQty,ExternalMatchID,GroupTradeID,PremiumAmount,PremiumDate,InitialNotional,InitialNotionalCurrency,TradedSpread,InitialPrice,Regulator,USPersonFlag,USIPrefix,UTI,UTIPrefix,NumberOfContracts,PTH FLAG
,,,,BA-00001,,A-803183,,,,EntityA,,,EntityB,,Interest Rate - Swaption,08/19/2013,02/21/2022,08/21/2013,,,,,,AUD,100000000,09/27/2018,AUD,-4711090.807,-3439096.289,,,,,,,,,,,,,Receiver,Call,,,,,,,,,,AUD,100000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803184,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,04/24/2015,08/28/2023,04/28/2015,,,,,,DKK,2000000,09/27/2018,DKK,234547.7781,37527.6445,,,,,,,,,,,,,Payer,,,,,,,,,,,DKK,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803185,,,,EntityA,,,EntityB,,Interest Rate - Swaption,06/19/2006,01/31/2028,06/21/2006,,,,,,AUD,73000000,09/27/2018,AUD,-6834906.314,-4989481.609,,,,,,,,,,,,,Payer,Call,,,,,,,,,,AUD,73000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803186,,,,EntityA,,,EntityB,,FX - Swap,02/04/2008,02/03/2025,02/06/2008,,,,,,JPY,26000000,09/27/2018,JPY,-2144729.127,-19302.56214,,,,,,0.224,,,,,,,,,,,,,,,,,,NOK,1950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803187,,,,EntityA,,,EntityB,,Interest Rate - Swap,03/06/2012,01/03/2023,03/08/2012,,,,,,AUD,26000000,09/27/2018,AUD,46064.31371,33626.94901,,,,,,,,,,,,,Receiver,,,,,,,,,,,AUD,26000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803188,,,,EntityA,,,EntityB,,Interest Rate - Swaption,04/07/2008,05/13/2026,04/09/2008,,,,,,DKK,87000000,09/27/2018,DKK,3532079.286,565132.6857,,,,,,,,,,,,,Receiver,Put,,,,,,,,,,DKK,87000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803189,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,04/26/2010,09/22/2025,04/28/2010,,,,,,EUR,32000000,09/27/2018,EUR,2370920.44,2750267.71,,,,,,,,,,,,EIB,Payer,,,,,,,,,,,EUR,32000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803190,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,01/11/2008,04/01/2024,01/15/2008,,,,,,EUR,12000000,09/27/2018,EUR,8654.097037,10038.75256,,,,,,,,,,,,EIB,Payer,,,,,,,,,,,EUR,12000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803191,,,,EntityA,,,EntityB,,Interest Rate - Swap,06/17/2015,03/11/2024,06/19/2015,,,,,,GBP,44000000,09/27/2018,GBP,-305495.6245,-391034.3994,,,,,,,,,,,,,Receiver,,,,,,,,,,,GBP,44000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803192,,,,EntityA,,,EntityB,,Cross Currency - Swap,10/17/2016,08/20/2029,10/19/2016,,,,,,USD,49000000,09/27/2018,USD,5493231.225,5493231.225,,,,,,,,,,,,LIB,Payer,,,,,,,,,,,EUR,42140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803193,,,,EntityA,,,EntityB,,Interest Rate - Swaption,01/28/2008,04/10/2029,01/30/2008,,,,,,GBP,92000000,09/27/2018,GBP,-684341.3093,-875956.8759,,,,,,,,,,,,,Payer,Call,,,,,,,,,,GBP,92000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803194,,,,EntityA,,,EntityB,,Interest Rate - Swap,07/13/2007,10/07/2024,07/17/2007,,,,,,JPY,21000000,09/27/2018,JPY,334602.9375,3011.426438,,,,,,,,,,,,,Receiver,,,,,,,,,,,JPY,21000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803195,,,,EntityA,,,EntityB,,Interest Rate - Swaption,04/11/2011,04/16/2026,04/13/2011,,,,,,SEK,63000000,09/27/2018,SEK,-5888059.24,-647686.5164,,,,,,,,,,,,,Receiver,Call,,,,,,,,,,SEK,63000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803196,,,,EntityA,,,EntityB,,Interest Rate - Swap,01/12/2015,09/23/2024,01/14/2015,,,,,,AUD,27000000,09/27/2018,AUD,2382427.851,1739172.331,,,,,,,,,,,,,Payer,,,,,,,,,,,AUD,27000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803197,,,,EntityA,,,EntityB,,Cross Currency - Swap,12/17/2012,11/19/2027,12/19/2012,,,,,,CHF,43000000,09/27/2018,CHF,6333399.512,6460067.502,,,,,,,,,,,,,Receiver,,,,,,,,,,,JPY,4864590000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803198,,,,EntityA,,,EntityB,,FX - Swap,07/03/2017,07/29/2022,07/05/2017,,,,,,DKK,54000000,09/27/2018,DKK,3320709.217,531313.4747,,,,,,0.49,,,,,,,,,,,,,,,,,,CAD,10800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803199,,,,EntityA,,,EntityB,,Interest Rate - Swaption,05/06/2013,12/11/2023,05/08/2013,,,,,,DKK,55000000,09/27/2018,DKK,3526030.971,564164.9553,,,,,,,,,,,,,Payer,Put,,,,,,,,,,DKK,55000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803200,,,,EntityA,,,EntityB,,Cross Currency - Swap,02/18/2008,07/08/2021,02/20/2008,,,,,,JPY,66000000,09/27/2018,JPY,856300.8356,7706.70752,,,,,,,,,,,,,Receiver,,,,,,,,,,,NOK,4950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803201,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,10/26/2016,02/04/2021,10/28/2016,,,,,,JPY,30000000,09/27/2018,JPY,2086338.289,18777.0446,,,,,,,,,,,,,Payer,,,,,,,,,,,JPY,30000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803202,,,,EntityA,,,EntityB,,Interest Rate - Swaption,05/28/2008,05/13/2024,05/30/2008,,,,,,USD,83000000,09/27/2018,USD,11636138.47,11636138.47,,,,,,,,,,,,LIB,Payer,Call,,,,,,,,,,USD,83000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803203,,,,EntityA,,,EntityB,,Cross Currency - Swap,03/27/2014,04/13/2020,03/31/2014,,,,,,AUD,53000000,09/27/2018,AUD,4702943.196,3433148.533,,,,,,,,,,,,,Payer,,,,,,,,,,,USD,38690000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803204,,,,EntityA,,,EntityB,,Interest Rate - Swaption,02/02/2006,11/18/2019,02/06/2006,,,,,,CHF,58000000,09/27/2018,CHF,-335421.3172,-342129.7435,,,,,,,,,,,,,Payer,Call,,,,,,,,,,CHF,58000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803205,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,06/29/2015,09/01/2028,07/01/2015,,,,,,DKK,65000000,09/27/2018,DKK,-6147822.166,-983651.5466,,,,,,,,,,,,,Payer,,,,,,,,,,,DKK,65000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803206,,,,EntityA,,,EntityB,,FX - Swap,05/08/2006,05/03/2021,05/10/2006,,,,,,EUR,72000000,09/27/2018,EUR,4895902.394,5679246.777,,,,,,0.79,,,,,,EIB,,,,,,,,,,,,GBP,65520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803207,,,,EntityA,,,EntityB,,Interest Rate - Swaption,06/05/2008,08/23/2027,06/09/2008,,,,,,NOK,8000000,09/27/2018,NOK,-129490.9951,-15538.91941,,,,,,,,,,,,,Receiver,Call,,,,,,,,,,NOK,8000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803208,,,,EntityA,,,EntityB,,FX - Swap,06/25/2012,10/25/2021,06/27/2012,,,,,,AUD,85000000,09/27/2018,AUD,-12422530.78,-9068447.472,,,,,,0.4,,,,,,,,,,,,,,,,,,SEK,568650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803209,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,06/08/2016,12/01/2021,06/10/2016,,,,,,AUD,9000000,09/27/2018,AUD,78577.39759,57361.50024,,,,,,,,,,,,,Receiver,,,,,,,,,,,AUD,9000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803210,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,02/10/2014,10/07/2020,02/12/2014,,,,,,JPY,32000000,09/27/2018,JPY,2245213.338,20206.92004,,,,,,,,,,,,,Receiver,,,,,,,,,,,JPY,32000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803211,,,,EntityA,,,EntityB,,FX - Swap,11/13/2015,06/23/2021,11/17/2015,,,,,,AUD,34000000,09/27/2018,AUD,4524284.974,3302728.031,,,,,,0.7,,,,,,,,,,,,,,,,,,SEK,227460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803212,,,,EntityA,,,EntityB,,Interest Rate - Swap,02/25/2010,07/12/2021,03/01/2010,,,,,,AUD,36000000,09/27/2018,AUD,-531296.7846,-387846.6528,,,,,,,,,,,,,Receiver,,,,,,,,,,,AUD,36000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803213,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,11/26/2007,08/16/2021,11/28/2007,,,,,,GBP,29000000,09/27/2018,GBP,-397493.8201,-508792.0897,,,,,,,,,,,,,Payer,,,,,,,,,,,GBP,29000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803214,,,,EntityA,,,EntityB,,Cross Currency - Swap,08/30/2010,01/21/2019,09/01/2010,,,,,,DKK,15000000,09/27/2018,DKK,-1177298.168,-188367.7069,,,,,,,,,,,,,Payer,,,,,,,,,,,CAD,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803215,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,06/06/2008,10/08/2029,06/10/2008,,,,,,CAD,91000000,09/27/2018,CAD,-10076938.77,-7759242.851,,,,,,,,,,,,,Payer,,,,,,,,,,,CAD,91000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803216,,,,EntityA,,,EntityB,,Interest Rate - Swap,10/27/2014,07/16/2027,10/29/2014,,,,,,GBP,76000000,09/27/2018,GBP,-8810187.155,-11277039.56,,,,,,,,,,,,,Payer,,,,,,,,,,,GBP,76000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803217,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,06/04/2012,09/07/2028,06/06/2012,,,,,,CAD,83000000,09/27/2018,CAD,-947788.8365,-729797.4041,,,,,,,,,,,,,Receiver,,,,,,,,,,,CAD,83000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803218,,,,EntityA,,,EntityB,,Interest Rate - Swap,09/01/2008,07/19/2023,09/03/2008,,,,,,SEK,19000000,09/27/2018,SEK,883036.6236,97134.02859,,,,,,,,,,,,,Payer,,,,,,,,,,,SEK,19000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803219,,,,EntityA,,,EntityB,,Interest Rate - Swaption,06/20/2014,03/19/2025,06/24/2014,,,,,,USD,13000000,09/27/2018,USD,905687.8777,905687.8777,,,,,,,,,,,,LIB,Receiver,Call,,,,,,,,,,USD,13000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803220,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,01/15/2015,11/27/2023,01/19/2015,,,,,,JPY,73000000,09/27/2018,JPY,-224941.8266,-2024.476439,,,,,,,,,,,,,Payer,,,,,,,,,,,JPY,73000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803221,,,,EntityA,,,EntityB,,Interest Rate - Swap,11/16/2010,12/25/2018,11/18/2010,,,,,,JPY,41000000,09/27/2018,JPY,-2961266.556,-26651.39901,,,,,,,,,,,,,Payer,,,,,,,,,,,JPY,41000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803222,,,,EntityA,,,EntityB,,Interest Rate - Swap,09/25/2008,11/19/2019,09/29/2008,,,,,,USD,95000000,09/27/2018,USD,4074109.038,4074109.038,,,,,,,,,,,,LIB,Payer,,,,,,,,,,,USD,95000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803223,,,,EntityA,,,EntityB,,Interest Rate - Swaption,03/26/2008,05/23/2022,03/28/2008,,,,,,USD,36000000,09/27/2018,USD,1212545.785,1212545.785,,,,,,,,,,,,LIB,Receiver,Put,,,,,,,,,,USD,36000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803224,,,,EntityA,,,EntityB,,Interest Rate - Swaption,12/12/2017,11/15/2027,12/14/2017,,,,,,JPY,79000000,09/27/2018,JPY,4346982.951,39122.84656,,,,,,,,,,,,,Receiver,Call,,,,,,,,,,JPY,79000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803225,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,06/27/2014,09/05/2024,07/01/2014,,,,,,SEK,55000000,09/27/2018,SEK,-8168341.091,-898517.52,,,,,,,,,,,,,Payer,,,,,,,,,,,SEK,55000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803226,,,,EntityA,,,EntityB,,FX - Swap,08/18/2014,09/04/2028,08/20/2014,,,,,,NOK,26000000,09/27/2018,NOK,1818173.798,218180.8557,,,,,,0.158,,,,,,,,,,,,,,,,,,AUD,4160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803227,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,10/09/2009,07/04/2025,10/13/2009,,,,,,NOK,86000000,09/27/2018,NOK,-7082881.897,-849945.8276,,,,,,,,,,,,,Receiver,,,,,,,,,,,NOK,86000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803228,,,,EntityA,,,EntityB,,Cross Currency - Swap,01/02/2008,11/28/2022,01/04/2008,,,,,,AUD,72000000,09/27/2018,AUD,4832874.092,3527998.087,,,,,,,,,,,,,Payer,,,,,,,,,,,USD,52560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803229,,,,EntityA,,,EntityB,,Interest Rate - Swap,09/05/2016,11/17/2021,09/07/2016,,,,,,DKK,37000000,09/27/2018,DKK,5403701.661,864592.2657,,,,,,,,,,,,,Payer,,,,,,,,,,,DKK,37000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803230,,,,EntityA,,,EntityB,,FX - Swap,03/03/2014,12/08/2027,03/05/2014,,,,,,AUD,38000000,09/27/2018,AUD,-2507522.261,-1830491.251,,,,,,0.718,,,,,,,,,,,,,,,,,,USD,27740000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803231,,,,EntityA,,,EntityB,,FX - Swap,04/27/2015,03/11/2030,04/29/2015,,,,,,USD,95000000,09/27/2018,USD,5639455.549,5639455.549,,,,,,0.164,,,,,,LIB,,,,,,,,,,,,EUR,81700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803232,,,,EntityA,,,EntityB,,FX - Swap,12/19/2012,06/17/2030,12/21/2012,,,,,,DKK,27000000,09/27/2018,DKK,1910908.774,305745.4038,,,,,,0.216,,,,,,,,,,,,,,,,,,CAD,5400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803233,,,,EntityA,,,EntityB,,FX - Swap,02/02/2009,06/30/2027,02/04/2009,,,,,,DKK,29000000,09/27/2018,DKK,4053388.646,648542.1834,,,,,,0.52,,,,,,,,,,,,,,,,,,CAD,5800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803234,,,,EntityA,,,EntityB,,FX - Swap,01/09/2015,03/04/2020,01/13/2015,,,,,,USD,14000000,09/27/2018,USD,-236929.3722,-236929.3722,,,,,,0.13,,,,,,LIB,,,,,,,,,,,,EUR,12040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803235,,,,EntityA,,,EntityB,,Cross Currency - Swap,02/17/2014,01/25/2021,02/19/2014,,,,,,USD,49000000,09/27/2018,USD,3546022.542,3546022.542,,,,,,,,,,,,LIB,Receiver,,,,,,,,,,,EUR,42140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803236,,,,EntityA,,,EntityB,,Interest Rate - Swap,09/27/2007,10/19/2020,10/01/2007,,,,,,EUR,27000000,09/27/2018,EUR,1336985.999,1550903.759,,,,,,,,,,,,EIB,Receiver,,,,,,,,,,,EUR,27000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803237,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,07/06/2009,03/19/2027,07/08/2009,,,,,,GBP,31000000,09/27/2018,GBP,84237.85893,107824.4594,,,,,,,,,,,,,Payer,,,,,,,,,,,GBP,31000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803238,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,02/03/2011,09/23/2022,02/07/2011,,,,,,GBP,40000000,09/27/2018,GBP,-4455538.077,-5703088.738,,,,,,,,,,,,,Payer,,,,,,,,,,,GBP,40000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803239,,,,EntityA,,,EntityB,,Interest Rate - Swap,12/27/2017,01/29/2019,12/29/2017,,,,,,CAD,11000000,09/27/2018,CAD,-1336973.121,-1029469.303,,,,,,,,,,,,,Receiver,,,,,,,,,,,CAD,11000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803240,,,,EntityA,,,EntityB,,Interest Rate - Swaption,03/16/2012,07/04/2024,03/20/2012,,,,,,AUD,97000000,09/27/2018,AUD,13885857.29,10136675.82,,,,,,,,,,,,,Payer,Call,,,,,,,,,,AUD,97000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803241,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,10/16/2006,06/03/2020,10/18/2006,,,,,,SEK,72000000,09/27/2018,SEK,-9992327.165,-1099155.988,,,,,,,,,,,,,Receiver,,,,,,,,,,,SEK,72000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803242,,,,EntityA,,,EntityB,,Interest Rate - Swap,12/23/2016,04/03/2025,12/27/2016,,,,,,EUR,30000000,09/27/2018,EUR,-332008.8305,-385130.2434,,,,,,,,,,,,EIB,Receiver,,,,,,,,,,,EUR,30000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803243,,,,EntityA,,,EntityB,,Interest Rate - Swap Basis,08/06/2009,04/07/2025,08/10/2009,,,,,,DKK,61000000,09/27/2018,DKK,-5687005.491,-909920.8785,,,,,,,,,,,,,Payer,,,,,,,,,,,DKK,61000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803244,,,,EntityA,,,EntityB,,FX - Swap,04/17/2017,02/12/2029,04/19/2017,,,,,,AUD,74000000,09/27/2018,AUD,2653980.585,1937405.827,,,,,,0.22,,,,,,,,,,,,,,,,,,USD,54020000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803245,,,,EntityA,,,EntityB,,Cross Currency - Swap,07/29/2008,08/18/2022,07/31/2008,,,,,,CHF,95000000,09/27/2018,CHF,-11751936.41,-11986975.14,,,,,,,,,,,,,Receiver,,,,,,,,,,,JPY,10747350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803246,,,,EntityA,,,EntityB,,FX - Swap,01/01/2015,10/19/2026,01/05/2015,,,,,,USD,54000000,09/27/2018,USD,-4918313.056,-4918313.056,,,,,,0.606,,,,,,LIB,,,,,,,,,,,,EUR,46440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803247,,,,EntityA,,,EntityB,,Interest Rate - Swaption,10/28/2013,06/23/2021,10/30/2013,,,,,,GBP,99000000,09/27/2018,GBP,-14814057.07,-18961993.05,,,,,,,,,,,,,Payer,Call,,,,,,,,,,GBP,99000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803248,,,,EntityA,,,EntityB,,Interest Rate - Swaption,04/03/2012,01/26/2021,04/05/2012,,,,,,JPY,39000000,09/27/2018,JPY,2775045.341,24975.40807,,,,,,,,,,,,,Payer,Call,,,,,,,,,,JPY,39000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803249,,,,EntityA,,,EntityB,,Interest Rate - Swap,04/11/2016,08/15/2023,04/13/2016,,,,,,USD,41000000,09/27/2018,USD,-2440893.793,-2440893.793,,,,,,,,,,,,LIB,Receiver,,,,,,,,,,,USD,41000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803250,,,,EntityA,,,EntityB,,Interest Rate - Swaption,10/14/2009,12/21/2022,10/16/2009,,,,,,CHF,50000000,09/27/2018,CHF,2114751.715,2157046.75,,,,,,,,,,,,,Payer,Call,,,,,,,,,,CHF,50000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803251,,,,EntityA,,,EntityB,,Cross Currency - Swap,09/11/2017,03/12/2030,09/13/2017,,,,,,AUD,63000000,09/27/2018,AUD,-2884121.648,-2105408.803,,,,,,,,,,,,,Payer,,,,,,,,,,,USD,45990000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BA-00001,,A-803252,,,,EntityA,,,EntityB,,FX - Swap,07/17/2015,12/15/2023,07/21/2015,,,,,,NOK,67000000,09/27/2018,NOK,-7833146.757,-939977.6109,,,,,,0.096,,,,,,,,,,,,,,,,,,AUD,10720000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
